employee_id,department,level,tenure_years,salary,performance_tier,flight_risk_score,ai_displacement_score,skills,manager_id,employment_type,location
EMP14436,Operations,Analyst,1.1,63156,Exceeds,1.0,0.69,"Excel Advanced, Stakeholder Communication, Risk Assessment, Data Analysis",EMP3321,FTE,Remote
EMP14437,Operations,Manager,6.0,126024,Developing,0.05,0.64,"Compliance, Python, Cloud Computing",EMP6235,Contract,Remote
EMP14438,Customer Experience,Director,6.8,178999,Low,0.15,0.68,"SQL, Machine Learning, Natural Language Processing, Process Automation, Data Analysis",EMP1069,FTE,Montreal
EMP14439,Sales & Distribution,Analyst,13.6,63914,Meets,0.33,0.52,"Risk Assessment, Compliance, Data Analysis",EMP9299,FTE,Calgary
EMP14440,Finance & Risk,Senior Manager,2.0,169417,Top,0.49,0.5,"Financial Modelling, Power BI, Stakeholder Communication",EMP6860,FTE,Vancouver
EMP14441,Compliance & Legal,Analyst,2.3,60847,Exceeds,0.63,0.52,"Risk Assessment, Cloud Computing, Project Management, Compliance",EMP7382,FTE,Toronto
EMP14442,Strategy & Analytics,Manager,1.7,111995,Meets,0.45,0.05,"Risk Assessment, Data Analysis, Financial Modelling",EMP3060,FTE,Vancouver
EMP14443,Compliance & Legal,Senior Analyst,15.4,97617,Meets,0.19,0.35,"Excel Advanced, Data Analysis, Python, Financial Modelling, Change Management",EMP6154,FTE,Vancouver
EMP14444,Customer Experience,Senior Analyst,8.2,98563,Meets,0.28,0.46,"Change Management, Power BI",EMP9763,Contract,Remote
EMP14445,Finance & Risk,Senior Manager,11.8,150154,Exceeds,0.58,0.84,"Stakeholder Communication, Risk Assessment, SQL",EMP5742,FTE,Toronto
EMP14446,Technology,Senior Analyst,3.8,91412,Exceeds,0.57,0.39,"Python, Agile",EMP8689,FTE,Toronto
EMP14447,Strategy & Analytics,Senior Analyst,18.5,95622,Meets,0.5,0.44,"SQL, Process Automation",EMP3408,FTE,Remote
EMP14448,Technology,Senior Analyst,0.3,79928,Developing,0.17,0.29,"Risk Assessment, Stakeholder Communication, Compliance",EMP7736,FTE,Remote
EMP14449,Customer Experience,Analyst,9.5,57753,Exceeds,0.86,0.58,"Process Automation, Power BI, Project Management",EMP3234,FTE,Calgary
EMP14450,Technology,Senior Analyst,2.3,98597,Low,0.19,0.2,"Project Management, Python, Data Analysis",EMP1446,FTE,Toronto
EMP14451,Finance & Risk,Manager,0.4,123582,Meets,0.21,0.52,"Compliance, Financial Modelling, Stakeholder Communication",EMP2005,FTE,Calgary
EMP14452,Compliance & Legal,Manager,3.0,103378,Meets,0.25,0.66,"Stakeholder Communication, Power BI, Risk Assessment",EMP2909,FTE,Vancouver
EMP14453,Finance & Risk,Manager,2.9,116991,Exceeds,0.2,0.63,"Agile, Natural Language Processing, Change Management, Risk Assessment",EMP5683,FTE,Calgary
EMP14454,Customer Experience,Director,1.6,191512,Meets,0.9,0.53,"Cloud Computing, Excel Advanced, Machine Learning, Risk Assessment, Python",EMP5506,FTE,Toronto
EMP14455,Human Resources,Analyst,4.7,74228,Developing,0.29,0.48,"Financial Modelling, Change Management, Data Analysis",EMP3111,FTE,Toronto
EMP14456,Technology,VP,0.2,294830,Meets,0.88,0.27,"Agile, SQL, Financial Modelling",EMP4240,FTE,Montreal
EMP14457,Operations,Senior Manager,0.8,165342,Exceeds,0.82,0.59,"Cloud Computing, Strategic Planning, Machine Learning, Compliance, Excel Advanced",EMP3986,FTE,Toronto
EMP14458,Finance & Risk,Analyst,2.9,74928,Meets,0.32,0.6,"Stakeholder Communication, Strategic Planning, SQL",EMP9684,Contract,Toronto
EMP14459,Customer Experience,Analyst,5.7,58381,Meets,0.21,0.65,"Stakeholder Communication, Strategic Planning, Machine Learning, Natural Language Processing",EMP1457,FTE,Vancouver
EMP14460,Technology,Manager,0.2,123821,Exceeds,1.0,0.43,"Machine Learning, Compliance",EMP5903,FTE,Toronto
EMP14461,Sales & Distribution,Analyst,3.9,67562,Top,0.5,0.6,"Excel Advanced, Change Management, Financial Modelling, Power BI",EMP1430,FTE,Calgary
EMP14462,Compliance & Legal,Manager,11.3,105902,Meets,0.27,0.3,"Python, Compliance, Risk Assessment, SQL",EMP4099,FTE,Remote
EMP14463,Operations,Senior Analyst,1.0,97456,Developing,1.0,0.61,"Financial Modelling, Risk Assessment, Excel Advanced, Compliance",EMP8320,FTE,Remote
EMP14464,Operations,Manager,8.2,125054,Exceeds,0.11,0.95,"Power BI, Financial Modelling",EMP1528,FTE,Calgary
EMP14465,Operations,Senior Analyst,3.8,95706,Meets,0.66,0.86,"Strategic Planning, Stakeholder Communication",EMP6658,FTE,Vancouver
EMP14466,Operations,Senior Manager,8.7,143131,Exceeds,0.95,0.64,"Data Analysis, Natural Language Processing",EMP1073,FTE,Remote
EMP14467,Technology,Senior Analyst,1.8,82044,Exceeds,0.32,0.45,"Change Management, Cloud Computing, Project Management, Financial Modelling",EMP6735,FTE,Montreal
EMP14468,Operations,Analyst,9.0,67640,Meets,0.29,0.59,"Excel Advanced, Python, Compliance, Power BI, Change Management",EMP7242,FTE,Montreal
EMP14469,Technology,Senior Manager,7.3,145763,Exceeds,0.64,0.45,"Stakeholder Communication, Power BI",EMP3132,FTE,Vancouver
EMP14470,Customer Experience,Manager,0.6,108468,Meets,0.72,0.71,"Machine Learning, Python",EMP7028,FTE,Vancouver
EMP14471,Human Resources,VP,11.0,243037,Developing,0.36,0.64,"Cloud Computing, Agile, Strategic Planning, Power BI, Compliance",EMP1428,FTE,Remote
EMP14472,Customer Experience,VP,2.5,232759,Exceeds,0.34,0.77,"Process Automation, Natural Language Processing, Data Analysis, Machine Learning, Agile",EMP7951,FTE,Toronto
EMP14473,Operations,Senior Manager,4.6,164449,Exceeds,0.65,0.55,"Data Analysis, Agile, Stakeholder Communication",EMP5434,Contract,Calgary
EMP14474,Technology,Senior Analyst,5.2,90535,Developing,0.2,0.31,"Process Automation, Python, Excel Advanced",EMP4403,FTE,Toronto
EMP14475,Strategy & Analytics,Manager,2.6,126453,Developing,0.4,0.34,"Python, SQL",EMP6491,FTE,Remote
EMP14476,Finance & Risk,Manager,4.8,111694,Low,0.14,0.73,"Financial Modelling, SQL, Excel Advanced, Natural Language Processing",EMP3679,Contract,Toronto
EMP14477,Strategy & Analytics,Senior Analyst,0.1,76673,Meets,0.45,0.27,"Cloud Computing, Strategic Planning, Data Analysis, Risk Assessment",EMP8181,FTE,Montreal
EMP14478,Operations,Analyst,1.1,57988,Meets,0.37,0.8,"Python, Cloud Computing, Power BI",EMP1490,FTE,Toronto
EMP14479,Technology,Analyst,4.0,65086,Low,0.44,0.17,"Process Automation, Strategic Planning, Compliance",EMP1151,FTE,Montreal
EMP14480,Operations,Analyst,0.3,66216,Developing,0.65,0.6,"Process Automation, Data Analysis, Natural Language Processing, Project Management, Agile",EMP2139,FTE,Montreal
EMP14481,Customer Experience,Analyst,0.3,55950,Developing,0.65,0.61,"SQL, Process Automation, Cloud Computing",EMP3834,Contract,Toronto
EMP14482,Compliance & Legal,Analyst,3.3,73088,Top,0.21,0.39,"Python, Compliance, Strategic Planning, SQL",EMP2202,FTE,Toronto
EMP14483,Strategy & Analytics,Manager,4.0,106294,Meets,0.44,0.19,"Excel Advanced, Strategic Planning",EMP1152,FTE,Vancouver
EMP14484,Finance & Risk,Senior Analyst,2.1,93323,Meets,0.06,0.68,"Agile, Data Analysis, Change Management, Risk Assessment, Financial Modelling",EMP6860,FTE,Toronto
EMP14485,Operations,Analyst,0.6,57699,Top,1.0,0.78,"Change Management, Data Analysis, Process Automation, Stakeholder Communication",EMP2973,FTE,Toronto
EMP14486,Finance & Risk,Analyst,0.2,74869,Developing,0.18,0.57,"Financial Modelling, Change Management, Python, Cloud Computing",EMP6487,FTE,Toronto
EMP14487,Customer Experience,Analyst,1.3,64438,Exceeds,0.19,0.66,"Compliance, Risk Assessment",EMP7058,FTE,Toronto
EMP14488,Technology,Analyst,6.7,57339,Exceeds,0.37,0.44,"Data Analysis, Compliance, Excel Advanced, Agile",EMP9174,FTE,Toronto
EMP14489,Operations,Senior Manager,3.1,138738,Low,0.29,0.55,"Natural Language Processing, SQL, Strategic Planning",EMP3385,FTE,Toronto
EMP14490,Customer Experience,Manager,1.1,132396,Top,1.0,0.58,"Stakeholder Communication, Process Automation, Cloud Computing, Data Analysis",EMP9991,FTE,Montreal
EMP14491,Technology,Manager,8.7,130182,Exceeds,0.33,0.35,"Power BI, Financial Modelling, Agile",EMP4846,FTE,Toronto
EMP14492,Technology,Director,4.3,208804,Exceeds,0.43,0.28,"SQL, Machine Learning, Change Management",EMP5405,FTE,Toronto
EMP14493,Compliance & Legal,Manager,2.4,132081,Developing,0.25,0.54,"Machine Learning, Project Management, Power BI, Excel Advanced, Change Management",EMP4026,FTE,Vancouver
EMP14494,Strategy & Analytics,Senior Manager,4.8,145160,Meets,0.41,0.05,"Project Management, Excel Advanced, Strategic Planning, Power BI",EMP4141,FTE,Toronto
EMP14495,Technology,Senior Analyst,1.4,94187,Meets,0.61,0.4,"Natural Language Processing, Financial Modelling, Compliance",EMP8102,FTE,Remote
EMP14496,Customer Experience,Director,4.7,194887,Meets,0.55,0.76,"Python, Power BI",EMP2148,Contract,Toronto
EMP14497,Human Resources,Analyst,0.3,58307,Exceeds,0.79,0.39,"Compliance, Risk Assessment, Data Analysis",EMP7980,FTE,Vancouver
EMP14498,Finance & Risk,Manager,4.8,107714,Meets,0.28,0.66,"Data Analysis, Natural Language Processing",EMP1049,FTE,Remote
EMP14499,Operations,Analyst,3.8,68812,Meets,0.47,0.62,"Excel Advanced, SQL, Strategic Planning",EMP4587,FTE,Calgary
EMP14500,Sales & Distribution,Senior Analyst,4.4,89655,Developing,0.28,0.38,"Financial Modelling, Agile, Risk Assessment",EMP2374,FTE,Vancouver
EMP14501,Technology,Analyst,16.6,70271,Exceeds,0.25,0.28,"Power BI, Machine Learning, Strategic Planning",EMP3300,FTE,Calgary
EMP14502,Finance & Risk,Director,6.1,190452,Meets,0.46,0.55,"Agile, Machine Learning, Python, Strategic Planning, Data Analysis",EMP5437,FTE,Toronto
EMP14503,Technology,Manager,1.4,132527,Exceeds,0.3,0.53,"Change Management, Natural Language Processing, Machine Learning, Strategic Planning, Risk Assessment",EMP1338,FTE,Vancouver
EMP14504,Strategy & Analytics,Analyst,1.4,72412,Exceeds,0.88,0.31,"Python, Change Management, Risk Assessment, Excel Advanced",EMP7625,FTE,Vancouver
EMP14505,Technology,Manager,3.3,132624,Meets,0.23,0.4,"Python, Power BI",EMP1797,FTE,Toronto
EMP14506,Operations,Senior Analyst,7.8,76601,Meets,0.11,0.93,"Python, Strategic Planning, Stakeholder Communication, Cloud Computing",EMP8062,Contract,Toronto
EMP14507,Technology,Manager,3.2,128612,Meets,0.38,0.18,"Project Management, Compliance",EMP4460,FTE,Vancouver
EMP14508,Operations,Manager,8.5,103768,Meets,0.03,0.82,"Cloud Computing, Change Management",EMP2510,FTE,Calgary
EMP14509,Finance & Risk,Senior Manager,2.7,144127,Top,0.25,0.53,"Agile, Natural Language Processing, Compliance",EMP5317,FTE,Toronto
EMP14510,Customer Experience,Analyst,5.0,61386,Meets,0.13,0.49,"Machine Learning, Natural Language Processing",EMP8134,FTE,Vancouver
EMP14511,Sales & Distribution,C-Suite,1.0,535307,Exceeds,0.17,0.59,"Risk Assessment, Natural Language Processing, Stakeholder Communication, Power BI",,Contract,Calgary
EMP14512,Technology,Senior Manager,2.3,154112,Meets,0.06,0.27,"Stakeholder Communication, Power BI, Data Analysis",EMP9820,FTE,Montreal
EMP14513,Technology,Analyst,0.2,71143,Meets,0.52,0.33,"Agile, Natural Language Processing, Project Management",EMP8034,FTE,Vancouver
EMP14514,Operations,VP,9.9,298583,Exceeds,0.16,0.71,"SQL, Power BI, Machine Learning, Project Management",EMP9090,FTE,Montreal
EMP14515,Technology,Analyst,2.2,67596,Developing,0.04,0.3,"Cloud Computing, Python",EMP1422,FTE,Vancouver
EMP14516,Strategy & Analytics,Analyst,7.0,70418,Meets,0.55,0.16,"Data Analysis, Project Management, Agile",EMP4921,FTE,Toronto
EMP14517,Customer Experience,Analyst,2.2,60948,Exceeds,0.18,0.47,"Cloud Computing, Excel Advanced",EMP9012,FTE,Vancouver
EMP14518,Customer Experience,Analyst,11.3,56820,Meets,0.31,0.47,"Data Analysis, Natural Language Processing",EMP7492,FTE,Toronto
EMP14519,Compliance & Legal,Senior Analyst,1.4,87547,Exceeds,0.56,0.39,"Change Management, SQL, Risk Assessment, Power BI",EMP3315,FTE,Toronto
EMP14520,Finance & Risk,Senior Manager,0.5,167434,Meets,0.25,0.61,"Machine Learning, Data Analysis, Stakeholder Communication, Project Management, Change Management",EMP1616,FTE,Vancouver
EMP14521,Customer Experience,Analyst,0.0,59377,Meets,0.64,0.55,"Excel Advanced, Power BI, Process Automation, SQL, Python",EMP9690,FTE,Vancouver
EMP14522,Finance & Risk,Senior Analyst,8.2,86940,Meets,0.52,0.56,"Risk Assessment, Cloud Computing, Project Management",EMP6771,FTE,Montreal
EMP14523,Technology,Analyst,0.0,61735,Meets,0.38,0.44,"Cloud Computing, Agile, Python, Change Management",EMP5976,FTE,Toronto
EMP14524,Customer Experience,Analyst,4.4,68314,Exceeds,0.4,0.49,"Financial Modelling, Change Management, Natural Language Processing, Power BI, Agile",EMP1606,FTE,Calgary
EMP14525,Finance & Risk,Senior Analyst,3.4,87162,Meets,0.04,0.6,"Process Automation, Cloud Computing, Risk Assessment, Change Management, Machine Learning",EMP2715,FTE,Toronto
EMP14526,Operations,Manager,3.4,100112,Low,0.43,0.62,"Process Automation, Stakeholder Communication, Power BI",EMP8982,FTE,Calgary
EMP14527,Technology,Analyst,3.4,61073,Meets,0.22,0.48,"Power BI, SQL",EMP3615,FTE,Calgary
EMP14528,Finance & Risk,Senior Manager,3.9,161840,Exceeds,0.18,0.66,"Python, SQL, Data Analysis, Risk Assessment, Agile",EMP6199,FTE,Montreal
EMP14529,Finance & Risk,Analyst,3.6,61833,Meets,0.26,0.77,"Agile, Excel Advanced, Compliance, SQL",EMP4580,FTE,Toronto
EMP14530,Customer Experience,Director,0.3,199854,Meets,0.51,0.36,"Process Automation, Power BI, Data Analysis, Excel Advanced",EMP4810,Contract,Montreal
EMP14531,Operations,Director,0.1,201048,Developing,0.89,0.66,"Change Management, Strategic Planning, Process Automation, Natural Language Processing",EMP1371,FTE,Remote
EMP14532,Operations,Manager,1.2,101209,Top,0.21,0.66,"Change Management, Power BI, Machine Learning",EMP4003,FTE,Montreal
EMP14533,Operations,Analyst,0.6,71126,Exceeds,0.53,0.67,"Data Analysis, Natural Language Processing, Strategic Planning",EMP8639,Contract,Calgary
EMP14534,Technology,Analyst,1.4,74630,Meets,0.13,0.23,"Strategic Planning, Agile, Data Analysis, Python, Stakeholder Communication",EMP2017,FTE,Calgary
EMP14535,Customer Experience,Director,6.6,178660,Meets,0.18,0.49,"Power BI, SQL, Natural Language Processing, Process Automation",EMP9647,FTE,Remote
EMP14536,Customer Experience,Senior Analyst,5.5,95322,Exceeds,0.69,0.6,"Risk Assessment, Natural Language Processing, Compliance",EMP9534,FTE,Montreal
EMP14537,Customer Experience,Manager,4.2,132812,Developing,0.44,0.36,"Data Analysis, Cloud Computing, Change Management, Project Management",EMP4643,FTE,Toronto
EMP14538,Customer Experience,Manager,1.6,124032,Exceeds,1.0,0.75,"Python, Cloud Computing",EMP9329,FTE,Vancouver
EMP14539,Operations,Analyst,5.7,65796,Exceeds,0.69,0.48,"Power BI, Natural Language Processing, Change Management",EMP7287,FTE,Montreal
EMP14540,Operations,Senior Analyst,5.4,78135,Meets,0.33,0.83,"SQL, Compliance, Strategic Planning, Project Management, Financial Modelling",EMP5601,FTE,Vancouver
EMP14541,Customer Experience,Senior Manager,0.3,161620,Exceeds,0.26,0.81,"Power BI, Agile, Risk Assessment",EMP2054,FTE,Vancouver
EMP14542,Customer Experience,Senior Manager,0.2,145221,Developing,0.33,0.38,"Financial Modelling, Agile, Project Management, Compliance",EMP6603,FTE,Vancouver
EMP14543,Human Resources,Manager,6.7,102144,Exceeds,0.28,0.5,"Risk Assessment, Python, Change Management, Strategic Planning, Natural Language Processing",EMP5266,Contract,Vancouver
EMP14544,Technology,Manager,0.7,104097,Exceeds,0.83,0.18,"Process Automation, Data Analysis, Cloud Computing, Excel Advanced, Natural Language Processing",EMP2006,FTE,Montreal
EMP14545,Operations,Manager,4.3,107509,Exceeds,0.31,0.74,"Agile, Project Management, Financial Modelling, Compliance",EMP5086,FTE,Remote
EMP14546,Finance & Risk,Senior Analyst,7.7,81658,Meets,0.16,0.5,"Project Management, Financial Modelling",EMP5876,Contract,Vancouver
EMP14547,Technology,Senior Analyst,3.8,76975,Exceeds,0.28,0.2,"Compliance, Data Analysis, Change Management, SQL, Strategic Planning",EMP3676,FTE,Vancouver
EMP14548,Customer Experience,Senior Manager,0.0,159239,Top,0.93,0.65,"Financial Modelling, Change Management, Strategic Planning",EMP6930,FTE,Vancouver
EMP14549,Customer Experience,Senior Analyst,0.5,93598,Exceeds,0.64,0.55,"Financial Modelling, Process Automation",EMP9358,FTE,Remote
EMP14550,Operations,Senior Analyst,0.1,87532,Meets,0.81,0.57,"Financial Modelling, Change Management, Power BI, Project Management",EMP3777,FTE,Toronto
EMP14551,Compliance & Legal,Senior Analyst,12.1,99358,Meets,0.44,0.37,"Natural Language Processing, Change Management, Stakeholder Communication, Compliance",EMP4291,FTE,Remote
EMP14552,Customer Experience,VP,7.8,299416,Developing,0.44,0.37,"Change Management, Stakeholder Communication, Agile, Financial Modelling, Data Analysis",EMP5465,Contract,Vancouver
EMP14553,Operations,Senior Manager,4.4,169816,Exceeds,0.5,0.48,"SQL, Excel Advanced, Change Management, Natural Language Processing, Compliance",EMP4823,FTE,Remote
EMP14554,Customer Experience,Analyst,16.9,69513,Developing,0.29,0.78,"Financial Modelling, Power BI, Project Management, Cloud Computing, SQL",EMP5592,FTE,Montreal
EMP14555,Sales & Distribution,Analyst,3.5,67503,Exceeds,0.19,0.63,"Process Automation, Agile",EMP9446,FTE,Montreal
EMP14556,Strategy & Analytics,Manager,3.2,107637,Top,0.18,0.3,"Cloud Computing, Change Management",EMP4266,Contract,Calgary
EMP14557,Sales & Distribution,Analyst,1.3,58933,Developing,0.62,0.43,"Cloud Computing, Machine Learning, Python, Stakeholder Communication, Financial Modelling",EMP8472,FTE,Calgary
EMP14558,Finance & Risk,Senior Analyst,1.0,80866,Meets,0.46,0.54,"Stakeholder Communication, SQL, Excel Advanced, Financial Modelling, Machine Learning",EMP7194,Contract,Calgary
EMP14559,Operations,Manager,0.1,122084,Meets,0.22,0.81,"Process Automation, Data Analysis",EMP4530,Contract,Montreal
EMP14560,Strategy & Analytics,Senior Analyst,1.2,95790,Meets,0.73,0.19,"Agile, Stakeholder Communication",EMP6090,FTE,Montreal
EMP14561,Compliance & Legal,Manager,5.1,104149,Exceeds,0.12,0.43,"Natural Language Processing, Change Management, SQL, Excel Advanced, Python",EMP9228,FTE,Toronto
EMP14562,Compliance & Legal,Manager,0.8,106444,Developing,0.38,0.49,"Natural Language Processing, Change Management, Power BI, Compliance",EMP7940,FTE,Remote
EMP14563,Finance & Risk,Senior Analyst,0.6,88975,Meets,0.23,0.72,"Strategic Planning, Excel Advanced, Financial Modelling, Process Automation",EMP3309,FTE,Vancouver
EMP14564,Human Resources,Analyst,0.9,63930,Meets,0.33,0.54,"Strategic Planning, Python, Data Analysis",EMP4098,FTE,Toronto
EMP14565,Customer Experience,Analyst,6.2,61833,Meets,0.15,0.28,"Process Automation, Natural Language Processing, Agile",EMP2570,Contract,Toronto
EMP14566,Operations,C-Suite,10.6,572722,Exceeds,0.47,0.8,"Machine Learning, Power BI",,FTE,Toronto
EMP14567,Compliance & Legal,Analyst,0.2,69534,Exceeds,1.0,0.47,"Cloud Computing, Natural Language Processing, Power BI, Risk Assessment, Strategic Planning",EMP4234,FTE,Toronto
EMP14568,Technology,Senior Manager,7.4,164866,Top,0.74,0.1,"Power BI, Financial Modelling, Compliance, Machine Learning",EMP4164,FTE,Toronto
EMP14569,Operations,VP,2.1,297498,Exceeds,0.26,0.62,"Financial Modelling, Strategic Planning, Excel Advanced, Cloud Computing",EMP3864,FTE,Toronto
EMP14570,Technology,Senior Analyst,1.6,79296,Meets,0.15,0.34,"Cloud Computing, Power BI, Change Management, Agile, Process Automation",EMP2130,FTE,Montreal
EMP14571,Compliance & Legal,Senior Manager,0.7,154106,Exceeds,0.57,0.54,"Natural Language Processing, Python, Machine Learning, Strategic Planning, Excel Advanced",EMP8865,FTE,Vancouver
